city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,station_avg_temp_c,station_max_temp_c,station_min_temp_c,reanalysis_min_air_temp_k,reanalysis_specific_humidity_g_per_kg,station_diur_temp_rng_c,precipitation_amt_mm,reanalysis_sat_precip_amt_mm,reanalysis_precip_amt_kg_per_m2,station_precip_mm,reanalysis_relative_humidity_percent,reanalysis_tdtr_k
sj,1997,18,30/4/1997,-0.0035,0.007333333,0.1991,0.1928833,299.2042857,299.3857143,294.82,301.7,27.77142857,33.9,22.8,296.7,16.17,8.271428571,5.73,5.73,4,0.5,76.95285714,3.457142857
sj,1997,19,7/5/1997,-0.0597,0.0331,0.1650857,0.1324571,299.35,299.5071429,294.7271429,301.1,27.92857143,33.9,23.3,297.8,16.07857143,8.428571429,0,0,1.5,0.3,75.87857143,2.7
sj,1997,20,14/5/1997,0.1019,0.0747,0.1175167,0.1297857,298.85,298.9857143,294.7985714,301.4,27.57142857,32.8,22.2,297.1,16.14428571,8.671428571,33.03,33.03,27.3,12.6,78.53714286,2.542857143
sj,1997,21,21/5/1997,0.0798,0.1065333,0.1590333,0.09873333,299.2414286,299.3857143,294.6614286,301.1,27.58571429,32.2,23.9,297.8,15.99714286,7.085714286,0,0,10.1,12.9,75.98285714,2.428571429
sj,1997,22,28/5/1997,0.0235,0.05535,0.2090857,0.1450571,299.2814286,299.4357143,295.2628571,301.4,27.31428571,31.7,22.8,297.7,16.66,7.028571429,64.1,64.1,10.5,30.5,78.71142857,2.671428571
sj,1997,23,4/6/1997,0.0557,0.08895,0.1841571,0.1623571,298.9957143,299.0428571,295.9785714,300.6,27.27142857,32.8,22.2,297.9,17.36857143,7.071428571,118.35,118.35,41.7,31.3,83.48571429,1.971428571
sj,1997,24,11/6/1997,0.1197,0.0904,0.1477167,0.1914143,300.0014286,300.2642857,296.1742857,302.3,28.6,32.8,23.9,298.2,17.62,7,0,0,9.9,0.3,79.74571429,2.871428571
sj,1997,25,18/6/1997,0.0108,0.05426667,0.1710429,0.2157,300.3671429,300.6,296.4114286,302.6,29.01428571,33.9,23.9,298,17.84714286,7.514285714,2.43,2.43,7.8,0.5,79.36428571,2.914285714
sj,1997,26,25/6/1997,0.0749,0.07762,0.1302143,0.1368,300.0442857,300.0928571,296.3228571,302,28.65714286,32.8,23.9,298.4,17.73285714,6.685714286,34.69,34.69,23.4,18.6,80.24571429,2.185714286
sj,1997,27,2/7/1997,0.1012,0.09026667,0.1940286,0.1983714,300.2957143,300.5142857,296.2385714,302.3,28.41428571,32.2,24.4,298.3,17.63571429,6.428571429,38.84,38.84,24.3,4.1,78.63857143,2.914285714
sj,1997,28,9/7/1997,0.0883,0.07483333,0.1354571,0.1118571,300.4885714,300.6428571,296.4157143,302.3,29.01428571,33.9,23.9,299,17.84571429,7.542857143,5.87,5.87,21.3,8.7,78.62,2.428571429
sj,1997,29,16/7/1997,-0.0562,0.0112,0.1573143,0.1659714,300.0942857,300.1714286,296.5114286,302.2,28.61428571,32.8,24.4,298.1,17.94857143,6.742857143,24.42,24.42,35.4,40.9,80.91714286,2.542857143
sj,1997,30,23/7/1997,-0.1562,,0.1646429,0.1496857,299.9585714,299.9428571,296.6028571,302.7,27.9,31.7,23.3,298.2,18.04571429,6.285714286,41.34,41.34,73.74,51.2,82.13285714,1.771428571
sj,1997,31,30/7/1997,0.1393,0.07825,0.2511714,0.1919429,300.1171429,300.2142857,296.2157143,302.4,27.82857143,31.7,22.8,297.8,17.61714286,6.6,29.9,29.9,33.6,16.3,79.45428571,2.742857143
sj,1997,32,6/8/1997,0.0981,0.0981,0.1404571,0.1142286,300.2942857,300.4142857,296.7357143,302.5,28.64285714,32.2,25,297.8,18.18,5.942857143,19.57,19.57,28.6,5.2,81.10428571,2.514285714
sj,1997,33,13/8/1997,0.008933333,0.046675,0.1411,0.1585714,299.84,299.9928571,296.5728571,301.9,28.28571429,32.8,23.9,298.1,17.98857143,6.614285714,57.65,57.65,42.79,53.4,82.39285714,2.471428571
sj,1997,34,20/8/1997,,0.11135,0.1741857,0.1446,299.7614286,299.8,296.6585714,301.8,28.41428571,32.2,24.4,298.2,18.09142857,6.514285714,20.35,20.35,45.7,52.3,83.28,2.028571429
sj,1997,35,27/8/1997,0.06065,0.08936667,0.1869714,0.2091857,300.2657143,300.3357143,296.7042857,302.5,27.98571429,32.2,22.8,298.8,18.18285714,6.442857143,94.72,94.72,35.9,50,81.14285714,2.1
sj,1997,36,3/9/1997,0.1072,0.1159667,0.2084,0.1735571,300.1385714,300.1214286,296.8042857,302,28.72857143,32.8,25,298.5,18.30857143,6.585714286,8.83,8.83,35.9,17,82.22,2.071428571
sj,1997,37,10/9/1997,0.03495,0.0815,0.1973143,0.1827714,300.5485714,300.7214286,297.4142857,302.6,28.95714286,32.8,24.4,298.9,19.04428571,6.128571429,11.47,11.47,46.4,15.8,83.16428571,2.585714286
sj,1997,38,17/9/1997,-0.049,0.01545,0.1992286,0.1866286,300.6828571,300.8071429,297.2471429,303.6,28.9,34.4,25,299,18.82857143,6.671428571,86.14,86.14,36.89,18.1,81.80857143,2.585714286
sj,1997,39,24/9/1997,0.12258,0.09823333,0.1432143,0.1434143,300.42,300.5142857,296.3857143,302.6,28.4,32.2,23.9,298,17.82857143,6.742857143,13.18,13.18,39.6,25.4,78.78,2.4
sj,1997,40,1/10/1997,0.1123,0.1054,0.2000571,0.1438857,300.1328571,300.2071429,297.2685714,302.6,27.58571429,32.2,21.7,298.7,18.81428571,6.757142857,46.15,46.15,39,31.2,84.43714286,2.128571429
sj,1997,41,8/10/1997,0.0019,0.095825,0.09027143,0.0999,300.5642857,300.7357143,296.7871429,303.2,28.5,33.3,23.3,298.5,18.31,7.3,70.29,70.29,26,44.4,80.08428571,2.642857143
sj,1997,42,15/10/1997,-0.01515,0.0831,0.2018667,0.2107333,299.4785714,299.4357143,296.4357143,302.9,27.35714286,31.1,22.8,297.6,17.92714286,6.428571429,99.33,99.33,182,6.3,83.57571429,1.842857143
sj,1997,43,22/10/1997,,0.1966,0.3152429,0.2916429,299.6085714,299.8428571,296.3042857,302.3,27.7,32.8,23.9,296.4,17.81857143,5.885714286,80.85,80.85,27.34,8.7,82.23428571,3.342857143
sj,1997,44,29/10/1997,,0.1695,0.2978143,0.2102,300.3814286,300.55,296.1014286,302.3,28.38571429,32.8,24.4,298.1,17.55142857,5.814285714,0.78,0.78,7.27,0,77.53285714,2.7
sj,1997,45,5/11/1997,0.07745,,0.1989571,0.1767429,300.0314286,300.0928571,295.6957143,301.9,27.74285714,31.1,23.9,298.6,17.09571429,6.114285714,2.08,2.08,9.5,27.1,77.30714286,2.042857143
sj,1997,46,12/11/1997,0.0695,0.12345,0.1481429,0.1022714,299.6871429,299.7928571,295.3457143,302.6,27.34285714,32.8,22.8,297.9,16.76428571,7.4,18.83,18.83,9,34.6,77.16285714,2.242857143
sj,1997,47,19/11/1997,,-0.1026,0.2017857,0.1477857,299.4914286,299.5285714,296.3128571,301.8,27.32857143,31.1,23.9,298,17.73857143,6,50.55,50.55,40.5,6.1,82.76571429,1.8
sj,1997,48,26/11/1997,0.2192,0.1606,0.1749286,0.2117571,299.62,299.7,296.3371429,301.9,27.25714286,30.6,23.9,297.9,17.77142857,5.671428571,4.76,4.76,42.9,81.8,82.27,2.2
sj,1997,49,3/12/1997,0.0568,0.0661,0.3493143,0.3120714,299.4557143,299.5071429,295.5757143,301.3,26.67142857,31.7,23.3,298.2,17.00142857,6.614285714,3.01,3.01,14.7,39.9,79.39571429,1.871428571
sj,1997,50,10/12/1997,,-0.0448,0.2314143,0.2354714,300.1328571,300.35,295.1528571,302,26.75714286,32.2,21.7,298.8,16.53,8.257142857,0,0,0.3,0,74.28142857,2.671428571
sj,1997,51,17/12/1997,,0.0001,0.2579571,0.2339,299.6385714,299.6642857,294.7957143,301.6,26.57142857,32.2,22.2,298.1,16.14571429,7.3,0,0,3.9,1.5,74.79571429,2.471428571
sj,1997,52,24/12/1997,0.0663,0.075925,0.2132111,0.2257889,299.2142857,299.2857143,295.3514286,301.7,26.71428571,31.7,22.2,297.6,16.70428571,7.571428571,22.52,22.52,16.3,17.3,79.47,2.571428571
sj,1998,1,1/1/1998,0.0455,0.0478,0.1239857,0.08344286,,,,,,,,,,,,,,,,
sj,1998,2,8/1/1998,0.05076667,0.0341,0.2233714,0.1341571,298.8271429,298.9928571,295.03,300.7,26.35714286,31.7,22.8,297.2,16.36285714,6.142857143,10.59,10.59,44.4,33.3,79.63142857,2.157142857
sj,1998,3,15/1/1998,-0.01615,-0.008225,0.2047143,0.1985714,297.6128571,297.6857143,294.8528571,300.2,24.88571429,29.4,20.6,296.4,16.20857143,5.857142857,106.97,106.97,53.2,152.4,84.69428571,1.885714286
sj,1998,4,22/1/1998,0.1797,0.03345,0.2514571,0.1921,298.6114286,298.8,294.51,300.6,25.61428571,29.4,21.1,296.8,15.88142857,6.485714286,0,0,8.4,4.8,78.18285714,2.4
sj,1998,5,29/1/1998,0.13155,0.045825,0.1461143,0.1313571,298.6942857,298.8571429,294.19,300.6,26.54285714,31.1,22.2,297,15.56142857,7.257142857,7.72,7.72,16.3,1.3,76.26142857,2.342857143
sj,1998,6,5/2/1998,-0.0479,-0.0525,0.1274857,0.09734286,298.5785714,298.8071429,293.9714286,301.3,26.58571429,31.7,21.1,296.6,15.36142857,8.114285714,0,0,8.6,0,75.77714286,3.271428571
sj,1998,7,12/2/1998,0.11825,0.0559,0.1819,0.1763143,299.0585714,299.25,295.6285714,302.2,27.25714286,32.2,22.8,296.7,17.08857143,6.9,142.6,142.6,18.5,79.2,81.61285714,2.957142857
sj,1998,8,19/2/1998,,0.0754,0.2395714,0.2387,297.59,297.8357143,291.9014286,300.2,24.41428571,28.9,20,296.2,13.51285714,6.085714286,0,0,3.1,8.7,70.70142857,2.242857143
sj,1998,9,26/2/1998,0.1545,0.0849,0.24338,0.1549833,298.8928571,299.1285714,294.1142857,300.6,26.27142857,31.1,21.1,297.8,15.47714286,7.942857143,0,0,1.1,6.4,75.01571429,2.285714286
sj,1998,10,5/3/1998,0.06366667,0.09633333,0.1728429,0.1622143,297.6557143,297.7928571,293.5,301.1,25.61428571,32.2,21.1,295,14.93571429,7.257142857,0,0,10.3,7,77.92428571,2.842857143
sj,1998,11,12/3/1998,,0.0797,0.1391714,0.1625286,298.2785714,298.3857143,294.6971429,301.2,25.81428571,32.2,21.1,295.7,16.08142857,6.9,0,0,42.78,15.1,80.77857143,2.228571429
sj,1998,12,19/3/1998,0.0604,0.08823333,0.2129286,0.2124143,298.1757143,298.3714286,292.9071429,300.4,24.88571429,28.9,20.6,296.2,14.36714286,7.014285714,0,0,0.6,27.7,72.64285714,2.514285714
sj,1998,13,26/3/1998,,0.0731,0.1881667,0.1685,298.5028571,298.6642857,294.0985714,300.7,26.22857143,31.1,22.2,296.5,15.48,6.9,0,0,21,16.5,76.67571429,2.557142857
sj,1998,14,2/4/1998,0.0672,0.02766667,0.1485333,0.1277429,298.0442857,298.1928571,294.6285714,301.1,25.71428571,31.7,21.7,296.5,15.99857143,6.2,72.98,72.98,41.2,15.5,81.40571429,2.528571429
sj,1998,15,9/4/1998,0.048,0.0652,0.09894286,0.1027714,297.8714286,298.2,294.2157143,300.8,26.02857143,31.7,21.7,295.6,15.63571429,6.357142857,12.01,12.01,19,10.7,80.19,3
sj,1998,16,16/4/1998,0.0308,0.076,0.1139714,0.1258571,298.4728571,298.5785714,294.97,300.7,26.92857143,33.9,22.2,296.5,16.40285714,6.114285714,0,0,23.9,7.9,81.14571429,2.157142857
sj,1998,17,23/4/1998,0.0671,0.09136667,0.1444857,0.1479571,297.7357143,297.7928571,293.5428571,299.8,25.6,29.4,21.7,296.2,15.01428571,5.857142857,22.22,22.22,24.3,73.4,77.71285714,2.157142857
sj,1998,18,30/4/1998,0.1063,0.0461,0.2191857,0.2073286,299.5657143,299.8357143,295.8342857,301.5,26.87142857,31.1,22.8,298.2,17.23142857,6.9,71.64,71.64,11.7,16.3,80.07285714,2.357142857
sj,1998,19,7/5/1998,,0.09693333,0.1582429,0.1198143,299.1328571,299.2928571,294.8271429,301.3,26.78571429,31.1,22.2,297.7,16.22142857,6.2,0,0,17.6,6.9,77.33142857,2.185714286
sj,1998,20,14/5/1998,,0.04255,0.1317833,0.1003,299.2,299.4,295.11,302.9,27.14285714,33.9,22.2,296.6,16.50285714,7.014285714,55.76,55.76,10.3,7.1,78.40142857,3.628571429
sj,1998,21,21/5/1998,-0.003,0.033625,0.1648667,0.1742,300.0242857,300.0857143,297.0628571,302.9,27.91428571,34.4,23.3,297.8,18.61428571,6.971428571,56.4,56.4,53.7,59.1,84.07142857,2.828571429
sj,1998,22,28/5/1998,0.0484,0.0372,0.1550833,0.1645167,299.8428571,299.9357143,297.02,302.3,27.97142857,31.1,24.4,298.4,18.51142857,5.657142857,15.86,15.86,59.4,13.8,84.63571429,2.185714286
sj,1998,23,4/6/1998,-0.0427,0.07076667,0.1536,0.1221429,299.6185714,299.8071429,296.3514286,301.4,27.85714286,32.2,23.9,298.1,17.76571429,6.2,8.19,8.19,35.8,10.5,82.46,2.328571429
sj,1998,24,11/6/1998,0.12125,0.12125,0.2368143,0.2751714,300.7571429,300.8428571,297.4514286,302.7,28.42857143,32.8,23.9,299.2,18.99142857,6.985714286,86.21,86.21,20.7,38.6,82.30571429,2.428571429
sj,1998,25,18/6/1998,0.0725,0.0509,0.2078286,0.1756286,300.5171429,300.5642857,296.4357143,303,28.1,32.8,23.9,298.9,17.85428571,6.528571429,49.52,49.52,15.4,23.4,78.53,2.385714286
sj,1998,26,25/6/1998,0.03745,0.0167,0.1447,0.1523571,299.9442857,299.95,296.9957143,302.3,28.21428571,32.2,23.9,298.3,18.47,6.742857143,72.08,72.08,71.33,20.6,84.02571429,2.357142857
sj,1998,27,2/7/1998,0.0715,0.096075,0.1718429,0.1558857,300.5957143,300.7214286,296.8471429,302.7,28.61428571,32.2,25,299,18.27857143,5.857142857,20.06,20.06,33.31,0,80.08571429,2.3
sj,1998,28,9/7/1998,-0.03095,0.0628,0.1886286,0.1695286,300.4528571,300.4357143,296.9242857,302.9,28.38571429,32.8,22.8,298.5,18.39142857,6.742857143,54.05,54.05,45.31,11.7,81.29,2.3
sj,1998,29,16/7/1998,0.0289,0.04713333,0.08254286,0.06893333,300.3371429,300.4571429,296.2885714,302.8,28.38571429,33.3,23.9,298.1,17.71571429,7.071428571,10.42,10.42,30.86,62.5,78.99,2.714285714
sj,1998,30,23/7/1998,0.0554,0.1065,0.1776429,0.1602571,299.8228571,299.8857143,296.5028571,302.2,27.55714286,31.7,23.9,298.1,17.94571429,6.685714286,68.74,68.74,93.68,81.9,82.21285714,1.885714286
sj,1998,31,30/7/1998,0.14065,0.127,0.26975,0.2465286,300.0614286,300.0357143,297.0385714,302,28.27142857,31.7,23.9,298.5,18.54714286,5.728571429,16.03,16.03,107.87,20.5,83.74285714,2.042857143
sj,1998,32,6/8/1998,0.02866667,0.057625,0.1758571,0.1526857,300.6628571,300.8857143,297.1271429,303.2,28.45714286,32.2,24.4,298.6,18.63142857,6.185714286,25.79,25.79,27.7,6.2,81.21714286,2.914285714
sj,1998,33,13/8/1998,0.05346667,0.0935,0.1854333,0.1739,300.6685714,300.6214286,297.4571429,303.1,29.07142857,32.8,24.4,298.9,19.01571429,6.342857143,38.44,38.44,55.9,3.8,82.8,2.271428571
sj,1998,34,20/8/1998,0.1072,0.0567,0.1809667,0.1720333,300.3671429,300.35,297.4671429,303,29.21428571,32.8,25,298.9,19.01,6.414285714,24.34,24.34,63.2,20.4,84.20285714,1.728571429
sj,1998,35,27/8/1998,0.0307,0.07575,0.1548167,0.1902571,300.4685714,300.5785714,297.4014286,303.1,28.04285714,33.9,23.3,298.7,19.02714286,6.828571429,96.58,96.58,98.3,146.4,83.45,2.671428571
sj,1998,36,3/9/1998,0.0388,0.05403333,0.1585429,0.1456429,300.6871429,300.7071429,297.3285714,303.4,28.75714286,33.9,22.8,298.4,18.90857143,7.128571429,47.74,47.74,52.5,27.4,82.19285714,2.9
sj,1998,37,10/9/1998,0.07465,0.05796667,0.1518857,0.122,300.1471429,300.2,297.16,302,28.32857143,32.2,24.4,298.7,18.72428571,6.842857143,72.73,72.73,73.6,61.3,84.00285714,2.028571429
sj,1998,38,17/9/1998,,0.0401,0.1554833,0.14148,300.5871429,300.6071429,297.2757143,303,28.72857143,34.4,24.4,298.8,18.84714286,6.985714286,35.03,35.03,33.83,39.7,82.33285714,2.185714286
sj,1998,39,24/9/1998,0.05085,0.04685,0.2315857,0.2066857,300.13,300.1857143,297.06,302.1,27.77142857,32.2,24.4,298.8,18.58142857,6.228571429,82.87,82.87,55.8,123.6,83.33142857,1.857142857
sj,1998,40,1/10/1998,-0.0022,0.0382,0.1618857,0.1683143,300.5971429,300.7571429,296.5385714,302.9,27.91428571,32.8,23.9,298.5,18.06142857,6.285714286,223.61,223.61,124.4,24.7,78.78285714,2.8
sj,1998,41,8/10/1998,,-0.019,0.1630571,0.1492,300.7128571,300.7428571,296.9214286,302.9,28.25714286,31.7,24.4,298.9,18.41857143,5.5,33.26,33.26,28.3,25,79.99857143,2.342857143
sj,1998,42,15/10/1998,,0.08155,0.1864143,0.1386857,300.7957143,300.8571429,296.6128571,302.9,27.75714286,31.7,23.3,299.3,18.09142857,6.314285714,25.94,25.94,18.5,15.5,78.09857143,2.685714286
sj,1998,43,22/10/1998,0.0213,0.085,0.1969667,0.1962,300.2471429,300.2357143,296.9,301.9,28.15714286,33.9,23.9,298.8,18.41,6.928571429,32.09,32.09,36.5,26.7,82.03857143,2.128571429
sj,1998,44,29/10/1998,-0.0359,-0.0726,0.1117286,0.09242857,299.8485714,299.9857143,296.8671429,302.1,27.71428571,32.8,23.3,297.7,18.37571429,6.128571429,182.46,182.46,92.4,54.6,83.86571429,2.085714286
sj,1998,45,5/11/1998,,-0.00225,0.2212286,0.1698,299.6528571,299.6928571,296.9428571,301.7,27.42857143,31.1,23.3,298.5,18.48428571,6.457142857,121.65,121.65,89.5,81.5,85.12,1.785714286
sj,1998,46,12/11/1998,0.003866667,-0.05725,0.1859167,0.09834286,300.0028571,300.05,296.42,302.4,27.78571429,32.8,23.3,297.9,17.86857143,6.671428571,18.07,18.07,36.1,8.7,80.91428571,2.071428571
sj,1998,47,19/11/1998,,,0.2537429,0.2166143,298.6757143,298.6571429,296.1828571,300.3,26.72857143,30.6,23.3,297.3,17.62714286,6.214285714,110.03,110.03,143.4,71.3,86.21428571,1.485714286
sj,1998,48,26/11/1998,0.0501,0.06575,0.1662429,0.1467571,299.2328571,299.3214286,295.4928571,301.4,26.55714286,30,22.8,297.4,16.86714286,5.685714286,0,0,57.1,29.8,80.02142857,2.014285714
sj,1998,49,3/12/1998,0.05675,0.06565,0.06918571,0.05278571,298.3014286,298.2571429,295.1728571,300.4,25.64285714,29.4,22.2,296.5,16.58714286,5.942857143,22.35,22.35,115.77,48.2,83.02428571,1.885714286
sj,1998,50,10/12/1998,0.0619,0.002633333,0.2133,0.1730143,298.0942857,298.15,295.54,299.8,25.81428571,28.9,22.8,297.1,16.96571429,5.014285714,152.94,152.94,158.72,97.6,85.91142857,1.357142857
sj,1998,51,17/12/1998,-0.08216667,-0.091675,0.2399,0.1700571,299.0428571,299.1,295.0328571,300.9,26.07142857,31.1,22.8,297.6,16.40857143,5.542857143,16.76,16.76,10.2,18.9,78.66857143,1.971428571
sj,1998,52,24/12/1998,0.06056667,-0.13095,0.15715,0.0981875,299.2828571,299.4357143,295.2157143,301.4,25.92857143,30,22.2,298,16.56428571,6.042857143,0,0,12.8,29.7,78.41857143,2.128571429
sj,1999,53,1/1/1999,,,,,,,,,,,,,,,,,,,,
sj,1999,1,8/1/1999,,-0.0876,0.1887,0.1634167,298.7,298.8142857,295.0971429,300.7,25.57142857,28.9,22.2,297.3,16.45285714,5.471428571,45.39,45.39,17.72,16.2,80.59714286,2.428571429
sj,1999,2,15/1/1999,-0.1399,-0.03763333,0.1813833,0.1448429,298.4828571,298.55,294.12,300.1,25.07142857,28.3,20,297.4,15.49285714,5.728571429,0,0,12.6,20.6,76.95428571,1.671428571
sj,1999,3,22/1/1999,-0.0698,-0.03795,0.1808,0.1158429,297.8614286,297.9714286,294.4085714,300,24.98571429,30,21.1,296.1,15.76857143,6.885714286,47.16,47.16,20.62,27.2,81.31,2.2
sj,1999,4,29/1/1999,0.0535,-0.10875,0.1818429,0.1406143,297.4428571,297.5714286,293.7014286,299.1,24.88571429,28.3,21.1,295.8,15.07285714,6.414285714,0,0,40.75,8.6,79.67142857,1.771428571
sj,1999,5,5/2/1999,,0.05145,0.2175,0.1739286,296.7728571,296.7571429,290.9557143,299.3,24.17142857,27.8,19.4,294.5,12.74142857,5.642857143,0,0,14.9,18,70.19857143,2
sj,1999,6,12/2/1999,0.0669,,0.2283286,0.2092,296.6685714,296.7857143,290.5528571,298.9,23.4,27.8,17.8,295.3,12.36571429,7.385714286,0,0,4.7,2.9,68.64142857,1.914285714
sj,1999,7,19/2/1999,0.0263,0.0364,0.1718571,0.1876,297.2185714,297.4428571,292.73,299.4,24.32857143,29.4,19.4,295.5,14.22571429,7.514285714,18.66,18.66,18.64,24.8,76.24571429,2.571428571
sj,1999,8,26/2/1999,0.12905,0.086,0.1234714,0.1325,295.9385714,296.1142857,290.6342857,299.7,24.04285714,28.9,18.9,293.7,12.49285714,6.9,23.9,23.9,8.7,0,72.25142857,2.714285714
sj,1999,9,5/3/1999,-0.0509,0.03793333,0.1977167,0.1614667,297.5428571,297.6785714,293.3114286,299.7,25,29.4,20.6,295.3,14.73,7.428571429,0,0,8.3,40.1,77.42714286,2.785714286
sj,1999,10,12/3/1999,-0.071225,0.043425,0.1611167,0.2284286,297.8828571,298.0714286,292.4214286,299.7,24.95714286,29.4,20.6,296,13.93571429,7.514285714,0,0,0.4,0,71.69142857,2.485714286
sj,1999,11,19/3/1999,-0.10475,0.0402,0.2573714,0.2754429,297.5428571,297.8,292.7642857,300,24.88571429,31.1,20.6,295.8,14.24428571,7.342857143,5.5,5.5,5.5,8.4,74.80428571,3
sj,1999,12,26/3/1999,0.135,0.03233333,0.1988,0.1830571,298.2228571,298.45,293.23,300.5,25.67142857,30.6,21.1,296.3,14.67142857,7.671428571,5.24,5.24,3.1,0,73.94,2.842857143
sj,1999,13,2/4/1999,0.0541,-0.0981,0.1572667,0.1370571,298.3085714,298.4142857,294.3771429,300.4,25.74285714,30.6,21.7,296.1,15.73285714,6.9,15.91,15.91,8.9,7.9,78.91,2.314285714
sj,1999,14,9/4/1999,,0.00075,0.2009429,0.2108429,297.9757143,298.0928571,293.2728571,300.1,25.61428571,29.4,21.1,295.7,14.74571429,6.028571429,18.76,18.76,16.2,30.8,75.38857143,2.585714286
sj,1999,15,16/4/1999,0.0341,0.0351,0.1027857,0.09751429,297.4814286,297.6428571,292.4057143,301,25.38571429,30,21.1,295.2,13.97428571,6.671428571,75.59,75.59,12.76,19.8,73.64142857,3.6
sj,1999,16,23/4/1999,0.0869,0.03965,0.1907857,0.1153857,299.2542857,299.4571429,294.5242857,301.4,26.91428571,32.2,22.8,296.7,15.86857143,7.485714286,0,0,2,9.2,75.39,3.2
sj,1999,17,30/4/1999,0.07295,0.02765,0.1945833,0.1375,299.0357143,299.15,294.2014286,301,26.68571429,31.7,22.2,297.2,15.56142857,7.385714286,10.2,10.2,5.35,4.1,74.79857143,2.728571429
sj,1999,18,7/5/1999,0.064,0.04806667,0.1721429,0.1899429,299.4314286,299.5,295.4157143,301.8,28.22857143,33.9,22.2,298,16.79571429,9.214285714,88.2,88.2,13.3,0.5,78.68285714,2.085714286
sj,1999,19,14/5/1999,,0.0578,0.0804,0.08112,299.0985714,299.1214286,294.5728571,301,26.95714286,32.8,21.7,297.2,15.96714286,7.628571429,46.5,46.5,14.28,73.1,76.30857143,2.585714286
sj,1999,20,21/5/1999,,0.09066667,0.1944714,0.1691571,299.7757143,299.9357143,295.2685714,302.6,27.82857143,33.3,23.3,297,16.65142857,7.328571429,33.82,33.82,22.1,14.3,76.59857143,3.185714286
sj,1999,21,28/5/1999,,0.0738,0.1826429,0.1713286,300.0528571,300.1642857,296.2142857,302.4,28.38571429,33.3,24.4,298.6,17.63857143,6.742857143,15.26,15.26,18.64,8.2,79.71714286,2.214285714
sj,1999,22,4/6/1999,0.04023333,-0.0127,0.1208833,0.09056667,300.5871429,300.6714286,296.2357143,302.7,28.41428571,33.3,23.9,298.4,17.64428571,6.571428571,2.16,2.16,6.6,5.9,77.37142857,3.257142857
sj,1999,23,11/6/1999,0.0499,0.0499,0.07223333,0.08013333,300.0257143,299.9785714,296.43,302,27.91428571,33.9,22.8,298.3,17.85428571,7.557142857,100.35,100.35,24.8,56.8,80.75428571,2.5
sj,1999,24,18/6/1999,,0.06756667,0.1184833,0.09545,300.3514286,300.3785714,296.54,302.3,27.7,31.7,23.9,298.7,17.98285714,6.842857143,115.14,115.14,30.1,17.6,79.75,2.385714286
sj,1999,25,25/6/1999,,0.01375,0.0755,0.13685,299.3671429,299.3142857,296.4157143,301.6,27.21428571,31.1,22.8,297.9,17.84428571,5.885714286,96.93,96.93,81.61,60.6,83.96142857,1.942857143
sj,1999,26,2/7/1999,,0.063,0.1645714,0.1307143,300.1485714,300.2571429,296.6228571,302.4,28.44285714,31.7,25,298.3,18.05142857,5.328571429,17.32,17.32,25.74,5.4,81.25,2.342857143
sj,1999,27,9/7/1999,0.09746667,0.08616667,0.1838571,0.1788857,299.5042857,299.5357143,295.92,301.4,27.4,31.1,22.8,297.8,17.29571429,5.728571429,73.3,73.3,55.1,36.6,80.79857143,2.357142857
sj,1999,28,16/7/1999,0.0545,0.067425,0.1345667,0.09766,299.79,299.8357143,296.3942857,302.4,27.27142857,32.8,23.3,297.5,17.80428571,6.671428571,29.53,29.53,58.2,17.5,81.84714286,2.5
sj,1999,29,23/7/1999,0.1169,0.0494,0.2071143,0.1935286,299.85,299.8571429,296.8614286,301.9,26.7,31.1,21.7,298.5,18.32285714,5.471428571,96.36,96.36,66.52,56.2,83.91857143,2
sj,1999,30,30/7/1999,0.0101,0.089,0.2987143,0.1783571,300.0642857,300.15,296.4742857,302.6,28.1,32.8,23.9,298,17.90285714,6.528571429,8.53,8.53,32.44,19.9,80.96857143,2.471428571
sj,1999,31,6/8/1999,-0.07305,0.020225,0.1632429,0.1692429,300.4985714,300.4857143,297.0471429,302.8,28.37142857,32.8,22.8,298.8,18.55714286,6.271428571,22.01,22.01,29.35,18.8,81.67285714,2.428571429
sj,1999,32,13/8/1999,,0.11395,0.2125714,0.1689143,299.97,300.0071429,296.7428571,302.6,28.08571429,31.7,23.9,298.4,18.21285714,6.357142857,44.23,44.23,61.7,26.7,82.64571429,1.842857143
sj,1999,33,20/8/1999,0.01015,0.0687,0.1973,0.1710857,300.3271429,300.2857143,296.8571429,302.4,28.37142857,31.7,25,298.9,18.33285714,6.357142857,31.78,31.78,46.2,10,81.38714286,2.028571429
sj,1999,34,27/8/1999,-0.01465,0.03655,0.1689,0.1532571,300.2271429,300.2857143,296.86,302.8,27.85714286,33.9,23.9,298.7,18.36,6.842857143,133.65,133.65,61.8,78.5,81.99857143,2.142857143
sj,1999,35,3/9/1999,,-0.0331,0.2106571,0.1876,300.4585714,300.4357143,296.8957143,302.7,28.18571429,32.8,23.9,299.1,18.41,7.028571429,30.98,30.98,25.74,69.7,81.00285714,1.985714286
